89,24,2,2,T
90,1,1,4,F
90,1,3,4,F
90,1,"4 5",4,F
90,1,7,4,F
90,1,9,4,F
90,2,5,4,F
90,2,8,4,F
90,3,6,4,F
90,37,4,4,T
91,1,"e justrememberedhowthisworksyay",e,F
91,1,error,e,F
91,1,segfault,e,F
91,1,w,e,F
91,2,q,e,F
91,2,qwe,e,F
91,2,qwertqwert,e,F
91,5,qwert,e,F
91,6,2,e,F
91,27,e,e,T
92,1,zxcv,b,F
92,2,v,b,F
92,3,z,b,F
92,6,zxcvb,b,F
92,36,b,b,T
93,1,0,v,F
93,1,3[zxcvb],v,F
93,1,3zxcvb,v,F
93,1,"can't dereference non-pointer",v,F
93,1,zxcvb,v,F
93,2,z,v,F
93,2,zxcvbzxcvbzxcvb,v,F
93,3,"",v,F
93,8,c,v,F
93,9,3,v,F
93,20,v,v,T
94,1,"",d,F
94,1,as,d,F
94,1,asdfg,d,F
94,1,asdfg[2],d,F
94,2,s,d,F
94,3,2,d,F
94,3,asdfg2,d,F
94,4,a,d,F
94,33,d,d,T
95,1,0,s,F
95,1,2,s,F
95,1,24,s,F
95,1,4qazwsx,s,F
95,1,a,s,F
95,1,"dereferencing a non-pointer",s,F
95,1,error,s,F
95,1,null,s,F
95,1,q,s,F
95,1,qazw,s,F
95,1,segfault,s,F
95,1,ss,s,F
95,1,zwsx,s,F
95,2,"",s,F
95,3,w,s,F
95,4,4,s,F
95,28,s,s,T
96,1,100,e,F
96,1,4,e,F
96,1,abcd,e,F
96,1,ef,e,F
96,4,d,e,F
96,41,e,e,T
97,1,1,2,F
97,2,3,2,F
97,45,2,2,T
98,1,"""2'",2,F
98,2,1,2,F
98,46,2,2,T
99,4,3,1,F
99,45,1,1,T
100,49,1,1,T
101,50,0,0,T
102,49,0,0,T
103,1,"",h,F
103,1,313034,h,F
103,1,7,h,F
103,1,;,h,F
103,1,asciisomethingpart2,h,F
103,1,c,h,F
103,1,error,h,F
103,1,m,h,F
103,1,n,h,F
103,1,x,h,F
103,2,e,h,F
103,3,i,h,F
103,4,1,h,F
103,7,a,h,F
103,7,h,h,T
103,15,104,h,F
104,1,"%c g",g,F
104,47,g,g,T
105,6,013,11,F
105,7,11,11,T
105,36,13,11,F
106,1,"",23,F
106,1,0,23,F
106,1,"23 in alphabet form",23,F
106,1,somethingsomethingasciisomething,23,F
106,1,w,23,F
106,1,"what ver character is the 23 lower case",23,F
106,3,2,23,F
106,41,23,23,T
107,1,"",0,F
107,1,00000000,0,T
107,1,100,0,F
107,1,12,0,F
107,1,150,0,F
107,1,"208 13",0,F
107,1,20813,0,F
107,1,213,0,F
107,1,"it's binary ""and"", but i can't do it in my head",0,F
107,1,nan,0,F
107,2,13,0,F
107,3,221,0,F
107,4,1,0,F
107,8,208,0,F
107,22,0,0,T
108,1,00000000,0,T
108,1,0x0d,0,F
108,1,208,0,F
108,1,221,0,F
108,1,2913,0,F
108,1,a,0,F
108,1,null,0,F
108,2,"",0,F
108,2,0xd0,0,F
108,2,0xdd,0,F
108,2,1,0,F
108,34,0,0,T
109,1,"%d 3",3,F
109,7,2,3,F
109,7,4,3,F
109,33,3,3,T
110,1,0,3,F
110,4,4,3,F
110,5,2,3,F
110,38,3,3,T
111,1,"4 2","5 3",F
111,1,"5 1","5 3",F
111,1,"5 1 6 2","5 3",F
111,1,"5 1\n6 2","5 3",F
111,2,"1 5","5 3",F
111,2,"6 2","5 3",F
111,4,"3 5","5 3",F
111,4,"3 7","5 3",F
111,8,"7 3","5 3",F
111,25,"5 3","5 3",T
112,1,"2 8","8 3",F
112,1,"7 1","8 3",F
112,1,"7 3","8 3",F
112,1,"8 1","8 3",F
112,1,"8 1 9 2","8 3",F
112,1,"8 4","8 3",F
112,1,9,"8 3",F
112,3,"8 2","8 3",F
112,3,"9 3","8 3",F
112,5,"3 8","8 3",F
112,31,"8 3","8 3",T
113,1,4,7,F
113,1,5,7,F
113,1,"5 7 9",7,F
113,1,8,7,F
113,4,6,7,F
113,10,9,7,F
113,31,7,7,T
114,1,10,8,F
114,1,4,8,F
114,1,"5 6 7 8",8,F
114,2,5,8,F
114,4,7,8,F
114,41,8,8,T
115,1,"1 1",1,F
115,3,1.99,1,F
115,4,2,1,F
115,40,1,1,T
116,1,2.0,2,T
116,2,2.9,2,F
116,7,3,2,F
116,38,2,2,T
117,1,"no clue",4,F
117,15,5,4,F
117,33,4,4,T
118,1,1,4,F
118,1,"no clue",4,F
118,5,5,4,F
118,42,4,4,T
119,1,"",5,F
119,1,-251,5,F
119,1,nan,5,F
119,1,"need reference",5,F
119,1,"whatever 261 is in alphabet, i cannot recall",5,F
119,3,2,5,F
119,12,5,5,T
119,30,261,5,F
120,1,2,32,F
120,1,22,32,F
120,1,c,32,F
120,46,32,32,T
121,1,5,4,F
121,13,2,4,F
121,34,4,4,T
122,5,2,4,F
122,43,4,4,T
123,7,6,3,F
123,42,3,3,T
124,1,0,10,F
124,9,4,10,F
124,40,10,10,T
125,4,5,7,F
125,6,3,7,F
125,39,7,7,T
126,1,8,9,F
126,4,5,9,F
126,4,7,9,F
126,40,9,9,T
